neg_event,event
PersonX does not notice PersonX's crush.,PersonX sees PersonX's crush
PersonX doesn't see PersonX's girlfriend,PersonX sees PersonX's girlfriend
PersonX does not know PersonY brother,PersonX sees PersonY brother
PersonX hasn't seen PersonY in years,PersonX sees PersonY frequently
PersonX doesn't see PersonY's mother,PersonX sees PersonY mother
PersonX does not know who PersonY wife is,PersonX sees PersonY wife
PersonX can't see PersonY's girlfriend,PersonX sees PersonY's girlfriend
PersonX can't see the animals,PersonX sees the animals
PersonX does not see what had happened.,PersonX sees what had happened
PersonX can't find wood,PersonX sees wood
PersonX announces that PersonY is not guilty,PersonX sentences PersonY
PersonX does not touch PersonY's head,PersonX shakes PersonY's heads
PersonX doesn't share PersonX's experience,PersonX shares PersonX's experience
PersonX does not retaliate.,PersonX shoves PersonY back
PersonX can't read a diagram.,PersonX shows schematically in fig
PersonX doesn't know how to skateboard and has no friends.,PersonX skateboards with PersonX's friends
PersonX did not sleep at all.,PersonX sleeps tonight
PersonX doesn't spend hours,PersonX spends hours
PersonX doesn't square PersonY's shoulders.,PersonX squares PersonY's shoulders
PersonX doesn't know how to play any instruments,PersonX starts a band
PersonX does not care that much,PersonX starts to worry
PersonX isn't working.,PersonX starts working again
PersonX doesn't like studying at all,PersonX studies as much as PersonY could
PersonX doesn't care about their grades.,PersonX studies as much as PersonY could
PersonX  does not study for the quiz.,PersonX studies for a quiz
PersonX is not the right fit for PersonY's job,PersonX suits PersonY's purposes
PersonX doesn't take it anywhere,PersonX takes it everywhere
PersonX doesn't take PersonY example,PersonX takes PersonY example
PersonX is polite and does not interrupt,PersonX talks out of turn
PersonX does not teach Person Y anything.,PersonX teaches PersonY things
PersonX did not have any time to think.,PersonX thinks a lot
PersonX does not think about anything.,PersonX thinks would become
PersonX doesn't think,PersonX thinks would become
PersonX doesn't throw some bread,PersonX throws some bread
PersonX does not throw the ball.,PersonX throws the ball
PersonX does not like touching wood,PersonX touches wood
PersonX doesn't transmit in PersonY's form,PersonX transmits in PersonY form
PersonX won't try sushi,PersonX tries sushi before
PersonX doesn't tune PersonX's guitar,PersonX tunes PersonX's guitar
PersonX doesn't understand PersonY's nature,PersonX understands PersonY's nature
PersonX does not want to use his best friend,PersonX uses PersonY effectively
PersonX doesn't visit a farm,PersonX visits a farm
PersonX doesn't like PersonY's friend,PersonX visits PersonY friend
PersonX does not believe in god,PersonX walks humbly with PersonX's god
PersonX would rather not see PersonY,PersonX wants PersonY to come
PersonX doesn't want any guests.,PersonX wants PersonY to come
Person X doesn't care.,PersonX wants so badly
PersonX doesn't want to learn how to sew,PersonX wants to learn how to sew
PersonX does not like sports,PersonX wants to play baseball
PersonX does not want to play hockey.,PersonX wants to play hockey
PersonX doesn't want to play hockey,PersonX wants to play hockey
PersonX doesn't want to play with PersonY,PersonX wants to play with PersonY
PersonX doesn't want to read,PersonX wants to read
PersonX doesn't want to wear,PersonX wants to wear
PersonX does not end up watching anything.,PersonX watches one
PersonX doesn't wear a cast,PersonX wears a cast
PersonX cannot fit into PersonY's boots.,PersonX wears PersonY's boots
PersonX does not show up for the match,PersonX wins the match
PersonX doesn't wipe PersonX's forehead,PersonX wipes PersonX's forehead
PersonX doesn't finish their work.,PersonX works fine
