neg_event,event
PersonX runs thru the mud.,PersonX drags through the mud
PersonX is born.,PersonX draws PersonX's last breath
PersonX is still alive.,PersonX draws PersonX's last breath
PersonX sheathes PersonX's sword.,PersonX draws PersonX's sword
PersonX sheaths PersonX's sword.,PersonX draws PersonX's sword
PersonX draws PersonY start,PersonX draws PersonY conclusion
PersonX draws the long straw,PersonX draws the short straw
PersonX draws a long straw,PersonX draws the short straw
PersonX takes PersonX's clothes off.,PersonX dresses in PersonX's clothes
PersonX stays naked,PersonX dresses in PersonX's clothes
PersonX lends PesonY's clothes,PersonX dresses in PersonY's clothes
PersonX is too big to fit into PersonY's clothes.,PersonX dresses in PersonY's clothes
PersonX walks all night,PersonX drives all night
PersonX drives all day,PersonX drives all night
PersonX only drives halfway,PersonX drives all the way
PersonX takes a flight.,PersonX drives all the way
PersonX walks all the way back.,PersonX drives all the way back
PersonX stays there,PersonX drives all the way back
PersonX walks anyway,PersonX drives anyway
PersonX drives up the highway,PersonX drives down the highway
PersonX parks PersonX's car.,PersonX drives on the highway
PersonX drives the dirt road,PersonX drives on the highway
PersonX wrecks PersonX's new car.,PersonX drives PersonX's new car
PersonX drives PersonX's old car,PersonX drives PersonX's new car
PersonX drives erratically.,PersonX drives straight
PersonX drives in circles,PersonX drives straight
PersonX stays home.,PersonX drives to the beach
PersonX goes to the pool,PersonX drives to the beach
PersonX drives home.,PersonX drives to the office
PersonX drives home,PersonX drives to the office
PersonX picks up a log,PersonX drops a log
PersonX picks up a log.,PersonX drops a log
PersonX picks up an item off the floor.,PersonX drops it on the floor
PersonX eats it off the floor.,PersonX drops it on the floor
PersonX picks up my phone,PersonX drops my phone
PersonX picks PersonY up at home,PersonX drops PersonY off at home
PersonX picks up PersonY at home.,PersonX drops PersonY off at home
PersonX picks up PersonY's head,PersonX drops PersonY's head
PersonX picks up PersonY's phone,PersonX drops PersonY's phone
PersonX holds their phone tightly in their hand.,PersonX drops the phone
PersonX picks up the phone,PersonX drops the phone
PersonX lifts PersonY's head,PersonX ducks PersonY's head
Person X lets Person Y hit his/her head.,PersonX ducks PersonY's head
PersonX dyes PersonX's hair black,PersonX dyes PersonX's hair blonde
PersonX dyes PersonX's hair orange,PersonX dyes PersonX's hair blue
PersonX dyes PersonX's hair yellow,PersonX dyes PersonX's hair blue
personx paints personx's nails white,PersonX dyes PersonX's hair pink
PersonX washes PersonX's hair dye out.,PersonX dyes PersonX's hair red
PersonX bleaches PersonY's hair.,PersonX dyes PersonY's hair
PersonX shaves off PersonY's hair,PersonX dyes PersonY's hair
PersonX dyes PersonY's hair black,PersonX dyes PersonY's hair blonde
personx dyes persony's hair purple,PersonX dyes PersonY's hair blonde
PersonX dyes PersonY's hair yellow,PersonX dyes PersonY's hair blue
PersonX helps PersonY cut their hair,PersonX dyes PersonY's hair blue
PersonX cuts Persony's hair.,PersonX dyes PersonY's hair pink
PersonX washes PersonY's hair dyes out.,PersonX dyes PersonY's hair pink
PersonX paints PersonY's nails green,PersonX dyes PersonY's hair red
PersonX loses money,PersonX earns money
PersonX loses money.,PersonX earns money
PersonX nevers gets a raise,PersonX earns more money
PersonX earns PersonX's own food,PersonX earns PersonX's own money
PersonX costs PersonY income,PersonX earns PersonY income
PersonX gambles away money,PersonX earns some money
PersonX spends some money,PersonX earns some money
PersonX loses the money,PersonX earns the money
PersonX donates everything to charity,PersonX earns the money
PersonX starves,"PersonX eats , drank"
PersonX exercises and drinks,"PersonX eats , drank"
PersonX eats a sandwich,PersonX eats a hamburger
PersonX eats some fruit.,PersonX eats a hamburger
PersonX fasts for Yom Kippur,PersonX eats crackers
PersonX eats chips,PersonX eats crackers
PersonX follows a very strict diet.,PersonX eats everything
PersonX eats meat,PersonX eats grass
PersonX drinks it,PersonX eats it
PersonX eats it slowly.,PersonX eats it quickly
PersonX takes their time to enjoy the food.,PersonX eats it quickly
PersonX eats more.,PersonX eats less
PersonX eats more,PersonX eats less
PersonX eats a bagel,PersonX eats oatmeal
PersonX eats hamburgers,PersonX eats oatmeal
PersonX chews each bite 10 times.,PersonX eats quickly
PersonX eats slowly,PersonX eats quickly
PersonX is on a diet.,PersonX eats the whole thing
PersonX eats nothing.,PersonX eats the whole thing
PersonX goes on a fast.,PersonX eats toast
personx detests company,PersonX enjoys each other's company
PersonX hates life,PersonX enjoys life
PersonX is miserable,PersonX enjoys life
PersonX hates Person's class.,PersonX enjoys PersonX's class
PersonX hates PersonX's class.,PersonX enjoys PersonX's class
PersonX hates PersonX's night,PersonX enjoys PersonX's night
PersonX is miserable during PersonX's night.,PersonX enjoys PersonX's night
PersonX hates PersonY's class.,PersonX enjoys PersonY's class
PersonX hates being in PersonY's class.,PersonX enjoys PersonY's class
PersonX loathes PersonY's company.,PersonX enjoys PersonY's company
PersonX hates swimming,PersonX enjoys swimming
personx enjoys hiking,PersonX enjoys swimming
PersonX hates the sights,PersonX enjoys the sights
PersonX hated the sights.,PersonX enjoys the sights
PersonX missed the baking competition.,PersonX enters a baking competition
personx enters a fishing competition,PersonX enters a baking competition
personx enters an archery contest,PersonX enters an art contest
PersonX withdrew from the art contest.,PersonX enters an art contest
personx enters personx's bus,PersonX enters PersonX's car
PersonX leaves PersonX's car,PersonX enters PersonX's car
PersonX exits PersonX's office,PersonX enters PersonX's office
PersonX climbs on PersonY's bicycle,PersonX enters PersonY's car
PersonX leaves PersonY's car,PersonX enters PersonY's car
PersonX stays in PersonX's own office.,PersonX enters PersonY's office
Person X leaves PersonY's office.,PersonX enters PersonY's office
PersonX rubs PersonY back,PersonX escorts PersonY back
PersonX chases PersonY back,PersonX escorts PersonY back
Personx saved their money,PersonX eventually bought
PersonX stayed in place.,PersonX eventually moved
PersonX eventually settled down.,PersonX eventually moved
PersonX eventually loaded,PersonX eventually saved
PersonX spent all their money,PersonX eventually saved
PersonX exercises rarely,PersonX exercises every day
PersonX is a couch potato,PersonX exercises every day
PersonX stays out of everyone's business,PersonX exerts PersonX's influence
Personx is unimpressed by PersonY.,PersonX exerts PersonY influence
Nobody listens to PersonX about PersonY,PersonX exerts PersonY influence
PersonX cant talk to PersonY,PersonX explains things to PersonY
PersonX hides PersonX,PersonX exposes PersonX
PersonX keeps to themselves.,PersonX exposes PersonX
PersonX hides their beliefs,PersonX expresses PersonX's belief
PersonX keeps quiet about PersonX's belief.,PersonX expresses PersonX's belief
PersonX limits PersonX's knowledge,PersonX extends PersonX's knowledge
PersonX aces all of PersonX's classes.,PersonX fails all of PersonX's classes
PersonX passes of all PersonX's classes,PersonX fails all of PersonX's classes
PersonX gets an A in math,PersonX fails math
PersonX aces their math exam,PersonX fails math
PersonX passes PersonX's class.,PersonX fails PersonX's class
PersonX passes PersonX's class,PersonX fails PersonX's class
PersonX aces PersonX's classes,PersonX fails PersonX's classes
PersonX passes PersonX's classes,PersonX fails PersonX's classes
PersonX aces PersonX's math class.,PersonX fails PersonX's math class
PersonX passes the class,PersonX fails the class
PersonX got straight A's.,PersonX fails the class
PersonX goes platinum,PersonX fails to even go platinum
PersonX kicks PersonY in the head,PersonX falls at PersonY's feet
PersonX stand up tall to PersonY.,PersonX falls at PersonY's feet
PersonX gets up on time.,PersonX falls back asleep
PersonX gets up for the day,PersonX falls back asleep
PersonX wakes up for the day,PersonX falls back to sleep
personx remains awake,PersonX falls back to sleep
PersonX eats from grace,PersonX falls from grace
PersonX is elevated in the eyes of the church.,PersonX falls from grace
PersonX climbs up the tree,PersonX falls from the tree
PersonX stays in a tree,PersonX falls from the tree
personx is very healthy,PersonX falls ill
Person gets over an illness.,PersonX falls ill
PersonX falls out of line.,PersonX falls in line
PersonX rebels.,PersonX falls in line
PersonX is rescued by the police,PersonX falls into the wrong hands
PersonX is careful who they are friends with,PersonX falls into the wrong hands
PersonX seatbelts themselves into a lorry,PersonX falls off the back of a lorry
PersonX stays on the lorry.,PersonX falls off the back of a lorry
PersonX is seatbelted tightly in the backseat.,PersonX falls off the back of a truck
PersonX climbs on the back of a truck.,PersonX falls off the back of a truck
PersonX falls on PersonY's lap,PersonX falls on PersonY's neck
PersonX hugs PersonY's neck.,PersonX falls on PersonY's neck
PersonX lands wrong,PersonX falls right
PersonX falls left.,PersonX falls right
PersonX juggles.,PersonX fans dance
PersonX fans boo,PersonX fans dance
PersonX fears would win,PersonX fears would lose
PersonX believes PersonX will win,PersonX fears would lose
PersonX is proud.,PersonX feels ashamed
PersonX feels proud.,PersonX feels ashamed
PersonX feels worse,PersonX feels better
PersonX feels worse soon.,PersonX feels better soon
PersonX is very sick,PersonX feels better than ever
PersonX feels worse today,PersonX feels better today
PersonX feels terrible today,PersonX feels better today
PersonX feels vindicated,PersonX feels cheated
PersonX considers they were treated fairly,PersonX feels cheated
PersonX feels far away,PersonX feels closer
PersonX feels farther,PersonX feels closer
Personx is depressed,PersonX feels elated
PersonX is upset,PersonX feels elated
PersonX feels proud,PersonX feels embarrassed
PersonX is very proud.,PersonX feels embarrassed
PersonX feels sad,PersonX feels funny
PersonX is on top of the world,PersonX feels helpless
PersonX feels powerful,PersonX feels helpless
PersonX feels inspired,PersonX feels hopeless
PersonX feels confident.,PersonX feels hopeless
PersonX feels cursed,PersonX feels lucky
PersonX feels cursed.,PersonX feels lucky
PersonX feels calm and collected.,PersonX feels nervous
PersonX is confident.,PersonX feels nervous
PersonX is exhausted,PersonX feels refreshed
PersonX feels tired,PersonX feels refreshed
PersonX feels guilty,PersonX feels relief
PersonX feels happy,PersonX feels sad
PersonX feels very happy.,PersonX feels sad
PersonX feels so carefree.,PersonX feels so nervous
PersonX feels excited.,PersonX feels so nervous
PersonX feels very happy,PersonX feels so sad
PersonX is a happy person,PersonX feels so sad
