neg_event,event
PersonX makes PersonY do their assignment themselves.,PersonX completes PersonY's assignment
PersonX rejects PersonY request,PersonX complies with PersonY request
PersonX complies with PersonY's needs,PersonX complies with PersonY's wishes
PersonX impregnates someone,PersonX conceives a child
PersonX concludes PersonY Alcoholics Anonymous Meeting.,PersonX concludes PersonY agreement
PersonX releases PersonY from prison.,PersonX condemns PersonY to death
PersonX blames PersonY,PersonX confers upon PersonY
PersonX show's their distaste.,PersonX confesses PersonX's love
PersonX lies to PersonY.,PersonX confesses to PersonY
PersonX gives PersonY their property.,PersonX confiscates PersonY's property
PersonX clarifies things for y,PersonX confuses PersonY
PersonX gives PersonY a dirty look.,PersonX congratulates PersonY
PersonX conquers PersonX's bravery,PersonX conquers PersonX's fears
PersonX contacts PersonX's enemies,PersonX contacts PersonX's friends
PersonX breaks up with PersonY,PersonX contacts PersonY
PersonX contacts PersonY's enemies.,PersonX contacts PersonY's friends
PersonX sold the chair,PersonX contacts the seller
PersonX deletes PersonY’s work.,PersonX continues PersonY's work
PersonX confuses PersonY's understanding,PersonX contributes to PersonY understanding
PersonX covers up PersonY's Idea,PersonX conveys PersonY idea
PersonX eats PersonX's food.,PersonX cooks PersonX's food
PersonX cooks PErsonY breakfast,PersonX cooks PersonY dinner
PersonX freezes PersonY's food.,PersonX cooks PersonY's food
PersonX goes out to eat.,PersonX cooks at home
PersonX kills the chicken,PersonX cooks chicken
PersonX cooks breakfast,PersonX cooks dinner
PersonX orders a pizza.,PersonX cooks dinner for PersonX's family
PersonX orders dinner for person Y,PersonX cooks dinner for PersonY
Always,PersonX cooks dinner for PersonY's family
PersonX orders takeout for PersonX's friends,PersonX cooks for PersonX's friends
PersonX orders takeout for PersonY,PersonX cooks for PersonY
PersonX cooks for PersonY's friends,PersonX cooks for PersonY's family
PersonX eats alone,PersonX cooks for PersonY's friends
PersonX cooks tofu.,PersonX cooks steak
personx has error corrected by persony,PersonX corrects PersonY error
PersonX saves PersonY.,PersonX costs PersonY life
PersonX abandons PersonY's area.,PersonX covers PersonY area
PersonX witholds PersonY with kisses,PersonX covers PersonY with kisses
PersonX pays PersonX's expenses.,PersonX covers PersonY's expenses
PersonX covers PersonY's job,PersonX covers PersonY's shift
PersonX waxes PersonX's car,PersonX crashes PersonX's car
PersonX rides PersonY's bike,PersonX crashes PersonY's bike
PersonX rides PersonY's bike.,PersonX crashes PersonY's car
PersonX drives safely.,PersonX crashes the car
PersonX destroys PersonY application,PersonX creates PersonY application
PersonX destroys PersonY army.,PersonX creates PersonY army
PersonX laughs all the time,PersonX cries all the time
PersonX puts on a brave face in front of PersonY,PersonX cries in front of PersonY
PersonX loves pain.,PersonX cries in pain
PersonX stays out of it,PersonX crosses PersonY mind
PersonX keeps their hands at their sides.,PersonX cups PersonY's cheek
PersonX slaps PersonY's face,PersonX cups PersonY's face
PersonX picks on PersonY.,PersonX cures PersonY's boredom
PersonX give's personY some space.,PersonX curls around PersonY
PersonX recoils from PersonY,PersonX curls up next to PersonY
PersonX politely engages PersonY in small talk.,PersonX curses at PersonY
PersonX paints PersonX's nails,PersonX cuts PersonX's nails
PersonX gives PersonY stitches.,PersonX cuts PersonY
PersonX gives PersonY hair extensions.,PersonX cuts PersonY hair
PersonX heals PersonY's cuts,PersonX cuts PersonY's arm
PersonY cuts PersonX's grass,PersonX cuts PersonY's grass
PersonX washes PersonY's hair.,PersonX cuts PersonY's hair
PersonX grows PersonY's hair herself,PersonX cuts PersonY's hair herself
PersonX maintain PersonY's hair long,PersonX cuts PersonY's hair short
PersonX leaves PersonY's hair super long,PersonX cuts PersonY's hair very short
PersonX mends PersonY's hand.,PersonX cuts PersonY's hand
PersonX repairs PersonY's nails,PersonX cuts PersonY's nails
PersonX is a baker,PersonX cuts my hair
PersonX cuts off PersonY's foot,PersonX cuts off PersonY's head
PersonX ties the ribbon,PersonX cuts the ribbon
PersonX is sleeping,PersonX dances to the music
PersonX has broken legs in plaster cast.,PersonX dances together
PersonX watches PersonX's friends dance,PersonX dances with PersonX's friends
PersonX ignores dancing with PersonY's friends,PersonX dances with PersonY's friends
PersonX is single.,PersonX dates PersonX's girlfriend
PersonY dates PersonX's girlfriend,PersonX dates PersonY's girlfriend
PersonX elopes with someone they just met.,PersonX dates for 3 years
PersonX is single for five years,PersonX dates for five years
PersonX rejects PersonY as an option pre-emptively,PersonX decides to ask PersonY out
PersonX stays together with PersonY,PersonX decides to break up with PersonY
PersonX decides to sell one,PersonX decides to buy one
PersonX decides to skip dinner,PersonX decides to cook dinner
PersonX ignores the problem.,PersonX decides to do something about it
PersonX stays alone for the rest of their life.,PersonX decides to get married
PersonX goes into the city,PersonX decides to go camping
PersonX stays out of the water,PersonX decides to go for a swim
PersonX decides to cancel a date.,PersonX decides to go on a date
PersonX decides to stay at home.,PersonX decides to go on a road trip
PersonX decides to go on a staycation.,PersonX decides to go on vacation
PersonX decides to go to the  teacher,PersonX decides to go to the doctor
PersonX decides to have a garage sale,PersonX decides to have a yard sale
PersonX decides to fire a tutor,PersonX decides to hire a tutor
PersonX decides to abandon,PersonX decides to join
PersonX decides to make PersonY's breakfast at the table,PersonX decides to make PersonY's breakfast in bed
PersonX decides to live alone.,PersonX decides to move in together
PersonX decides to move away from PersonY,PersonX decides to move to PersonY
PersonX asks PersonY for PersonY's hand in marriage,PersonX decides to not be friends with PersonY
PersonX decides to be friends with PersonY,PersonX decides to not be friends with PersonY anymore
PersonX decides to divorce to PersonY,PersonX decides to propose to PersonY
PersonX decides to gain more experience.,PersonX decides to quit
PersonX is just beginning PersonX's career,PersonX decides to retire
PersonX thwarts a bank robbery.,PersonX decides to rob a bank
PersonX decides to run for mayor,PersonX decides to run for president
Personx is sleeping,PersonX decides to talk to PersonY
PersonX  stays at home to sleep,PersonX decides to throw a party
PersonX keeps practicing alone,PersonX decides to try out for the team
PersonX decided to watch a game,PersonX decides to watch a movie
PersonX declares peace against PersonY,PersonX declares war against PersonY
PersonX proposes a compromise with PersonY,PersonX declares war on PersonY
PersonX accepts PersonY's invitation,PersonX declines PersonY's invitation
Personx cuts down PersonX's tree.,PersonX decorates PersonX's tree
Personx takes persony's decorations down,PersonX decorates PersonY's house
PersonY decorates PersonX's house,PersonX decorates PersonY's house for
Person x doesn’t like to decorate person ys room,PersonX decorates PersonY's room
PersonX takes down Person Y's tree,PersonX decorates PersonY's tree
PersonX decorates for Hannukah.,PersonX decorates for christmas
PersonX accuses person Y,PersonX defends PersonY
PersonX attacks PersonY's position.,PersonX defends PersonY's position
PersonX hangs PersonY out to dry,PersonX defends PersonY's rights
PersonX receives mail.,PersonX delivers mail
PersonX steals newspapers,PersonX delivers newspapers
PersonX took all of the goods,PersonX delivers the goods
PersonX mails the next day,PersonX delivers the next day
PersonX is satisfied with the purchase.,PersonX demands a refund
PersonX grants PersonY access,PersonX denies PersonY access
PersonX grants PersonY the power,PersonX deprives PersonY of the power
PersonX takes away PersonY's benefit,PersonX derives PersonY benefit
PersonX causes more confusion for PersonY.,PersonX develops PersonY understanding
PersonX deters PersonY's potential.,PersonX develops PersonY's potential
PersonX misdiagnoses with cancer,PersonX diagnoses with cancer
PersonX washes PersonY's hair,PersonX dies PersonY's hair
PersonX is forgiven for PersonX's sins,PersonX dies for PersonX's sins
PersonX makes PersonY's nails,PersonX digs PersonY's nails
People don’t like to dig holes,PersonX digs holes
PersonX digs oneself out of a hole,PersonX digs oneself in a hole
PersonX follows PersonY's direction,PersonX directs PersonY's efforts
PersonX directs away from person Y,PersonX directs toward PersonY
PersonX rewards PersonY.,PersonX disciplines PersonY
PersonX misses person Y,PersonX discovers PersonY
PersonX listens to PersonY intently,PersonX dismisses PersonY
PersonX accepts PersonY,PersonX disqualifies PersonY
PersonX proposes marriage to his girlfriend.,PersonX divorces PersonX's wife
PersonX decides to make things work with PersonY,PersonX divorces PersonY
PersonX sleeps all day,PersonX does PersonX's chores
PersonX improves their relationship with PersonY,PersonX does PersonY dirty
PersonX cuts PersonY's hair,PersonX does PersonY's hair
PersonX messes up Y's hair,PersonX does PersonY's hair and makeup
PersonX shows PersonY how to the problems themselves,PersonX does PersonY's homework
PersonY does their own research.,PersonX does PersonY's research
personx makes persony do personx's work,PersonX does PersonY's work
PersonX does a fantastic job,PersonX does a terrible job
PersonX makes the team,PersonX does n't make the team
PersonX wants to go to college,PersonX does n't want to go to college
PersonX listens to PersonY.,PersonX does not listen to PersonY
PersonX wants to cook,PersonX does not want to cook
PersonX ignores one's duty,PersonX does one's duty
PersonX does something mean,PersonX does something nice
PersonX treats PersonY rudely,PersonX does something nice for PersonY
PersonX harms PersonY,PersonX does something special for PersonY
PersonX does things their own way,PersonX does things PersonY's way
PersonX does what PersonY hates,PersonX does what PersonY loves
PersonX ignores all of PersonY's desires.,PersonX does whatever PersonY wanted
PersonX is confident in PersonY's ability,PersonX doubts PersonY's ability
PersonX deletes the app,PersonX downloads the app
PersonX leads PersonY,PersonX drags PersonY
PersonX repels PersonY,PersonX draws PersonY back
PersonX rejects PersonY's advances,PersonX draws PersonY close
PersonX keeps PersonY away,PersonX draws PersonY closer
PersonX gets the clothes wet,PersonX dries the clothes
PersonX coughs up PersonY's blood,PersonX drinks PersonY's blood
PersonX walks there,PersonX drives PersonX there
PersonX hails a cab for their friends,PersonX drives PersonX's friends home
PersonY picks up PersonX.,PersonX drives PersonY
PersonX crashes PersonY's automobile.,PersonX drives PersonY automobile
PersonX brings PersonY toward them,PersonX drives PersonY away
PersonX makes PersonY happy,PersonX drives PersonY crazy
PersonY drives themselves home,PersonX drives PersonY home
PersonX helps PersonY deal with a mental health issue.,PersonX drives PersonY nuts
PersonX picks up PersonY.,PersonX drives PersonY there
PersonX drives PersonY's golf cart.,PersonX drives PersonY's car
PersonX rides in PersonY's car to work,PersonX drives PersonY's car to work
PersonX calls an Uber for PersonY's friends,PersonX drives PersonY's friends home
PersonX is riding in PersonY's truck,PersonX drives PersonY's truck
PersonX stays away from PersonY,PersonX drives deep inside PersonY
PersonX goes for a walk,PersonX drives down the street
PersonX drives slowly.,PersonX drives fast
PersonX drives my bus.,PersonX drives my car
PersonX drives off-road.,PersonX drives on the road
PersonX drives very slow,PersonX drives so fast
PersonX rides their bike to PersonX's Job,PersonX drives to PersonX's job
PersonX takes the bus to PersonY,PersonX drives to PersonY
PersonX drives home,PersonX drives to PersonY's house
PersonX  walks to the park.,PersonX drives to the park
PersonX is towed to the shop,PersonX drives to the shop
PersonX drives like an old lady.,PersonX drives too fast
PersonX walks for two hours,PersonX drives two hours
PersonX leaves PersonY behind.,PersonX drops PersonY off
PersonX raises PersonY's arms.,PersonX drops PersonY's arms
PersonX picks up PersonY's bag,PersonX drops PersonY's bag
PersonX held tight to PersonY's cell phone,PersonX drops PersonY's cell phone
personx dropped personys change,PersonX drops PersonY's laptop
PersonX hides the truth.,PersonX drops a bombshell
PersonX always uses clean language,PersonX drops the f-bomb
PersonX marries PersonY,PersonX dumps PersonY
PersonX  drops a basketball.,PersonX dunks a basketball
